ShipmentID,ShipDate,Origin,Destination,Route,Distance_km,Weight_tons,Mode,Carrier,BaseCost,FuelCost,OtherCost
1441,2025-06-01,Bangalore,Mumbai,Bangalore-Mumbai,964,25,Air,DHL,96400,43380,7042
1442,2024-02-07,Ahmedabad,Chennai,Ahmedabad-Chennai,1070,11,Road,IndigoCargo,23540,8239,1236
1443,2025-04-30,Delhi,Chennai,Delhi-Chennai,2299,20,Road,IndianRail,91960,32185,4119
1444,2025-07-24,Kolkata,Delhi,Kolkata-Delhi,1767,16,Rail,IndianRail,42408,10602,2883
1445,2024-01-02,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1278,13,Road,VRLLogistics,33228,11629,1010
1446,2025-03-18,Kolkata,Pune,Kolkata-Pune,1452,21,Rail,SpiceJetCargo,45738,11434,2929
1447,2025-04-03,Delhi,Kolkata,Delhi-Kolkata,1313,7,Air,SpiceJetCargo,36764,16543,2145
1448,2024-10-11,Mumbai,Hyderabad,Mumbai-Hyderabad,371,7,Road,DHL,5194,1817,301
1449,2024-08-19,Chennai,Delhi,Chennai-Delhi,2248,23,Air,IndigoCargo,206816,93067,10421
1450,2025-01-06,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2040,19,Air,IndianRail,155040,69768,5790
1451,2025-01-17,Hyderabad,Kolkata,Hyderabad-Kolkata,915,10,Air,IndianRail,36600,16470,1032
1452,2024-10-14,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,418,11,Air,IndigoCargo,18392,8276,727
1453,2024-09-01,Bangalore,Chennai,Bangalore-Chennai,949,28,Rail,BlueDart,39858,9964,2987
1454,2024-12-01,Bangalore,Chennai,Bangalore-Chennai,808,13,Road,SpiceJetCargo,21008,7352,858
1455,2024-07-17,Hyderabad,Bangalore,Hyderabad-Bangalore,1214,30,Rail,IndianRail,54630,13657,2438
1456,2024-06-14,Chennai,Bangalore,Chennai-Bangalore,505,8,Rail,DHL,6060,1515,363
1457,2024-11-16,Pune,Chennai,Pune-Chennai,1358,12,Road,IndigoCargo,32592,11407,1843
1458,2025-07-12,Ahmedabad,Delhi,Ahmedabad-Delhi,990,10,Road,IndianRail,19800,6930,1100
1459,2025-04-12,Delhi,Ahmedabad,Delhi-Ahmedabad,2289,9,Air,VRLLogistics,82404,37081,5549
1460,2024-12-16,Delhi,Pune,Delhi-Pune,2195,11,Air,IndianRail,96580,43461,3924
1461,2024-10-30,Hyderabad,Delhi,Hyderabad-Delhi,1091,11,Air,DHL,48004,21601,3028
1462,2025-07-19,Kolkata,Bangalore,Kolkata-Bangalore,2488,23,Air,SpiceJetCargo,228896,103003,10746
1463,2025-03-08,Bangalore,Chennai,Bangalore-Chennai,563,16,Road,IndianRail,18016,6305,952
1464,2024-03-15,Kolkata,Chennai,Kolkata-Chennai,2020,17,Air,DHL,137360,61812,8652
1465,2025-05-06,Kolkata,Bangalore,Kolkata-Bangalore,500,27,Road,VRLLogistics,27000,9450,1958
1466,2025-02-28,Ahmedabad,Chennai,Ahmedabad-Chennai,1600,7,Rail,IndigoCargo,16800,4200,837
1467,2024-03-04,Bangalore,Hyderabad,Bangalore-Hyderabad,341,28,Air,VRLLogistics,38192,17186,2090
1468,2024-08-06,Hyderabad,Kolkata,Hyderabad-Kolkata,2057,29,Air,VRLLogistics,238612,107375,7337
1469,2025-07-04,Pune,Bangalore,Pune-Bangalore,2309,19,Air,DHL,175484,78967,5451
1470,2025-06-27,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1216,28,Road,BlueDart,68096,23833,4441
1471,2025-06-03,Delhi,Chennai,Delhi-Chennai,911,21,Air,SpiceJetCargo,76524,34435,5274
1472,2024-04-10,Kolkata,Bangalore,Kolkata-Bangalore,1460,21,Air,DHL,122640,55188,7847
1473,2025-01-14,Chennai,Kolkata,Chennai-Kolkata,795,26,Road,DHL,41340,14468,1987
1474,2025-03-04,Hyderabad,Bangalore,Hyderabad-Bangalore,2487,24,Road,IndianRail,119376,41781,8532
1475,2024-12-06,Ahmedabad,Pune,Ahmedabad-Pune,1307,24,Air,DHL,125472,56462,7289
1476,2025-03-14,Mumbai,Chennai,Mumbai-Chennai,2265,19,Road,IndianRail,86070,30124,4326
1477,2024-06-21,Chennai,Delhi,Chennai-Delhi,661,18,Rail,VRLLogistics,17847,4461,837
1478,2024-04-19,Bangalore,Kolkata,Bangalore-Kolkata,1257,27,Air,VRLLogistics,135756,61090,6265
1479,2024-12-17,Kolkata,Hyderabad,Kolkata-Hyderabad,1033,10,Air,IndianRail,41320,18594,2341
1480,2025-01-20,Chennai,Ahmedabad,Chennai-Ahmedabad,1391,8,Air,BlueDart,44512,20030,2858
1481,2025-05-05,Pune,Bangalore,Pune-Bangalore,1185,24,Rail,VRLLogistics,42660,10665,2997
1482,2025-07-08,Kolkata,Hyderabad,Kolkata-Hyderabad,2204,8,Air,DHL,70528,31737,5375
1483,2024-10-16,Bangalore,Pune,Bangalore-Pune,1125,25,Air,IndianRail,112500,50625,6553
1484,2024-09-22,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2461,19,Rail,DHL,70138,17534,5603
1485,2025-05-17,Kolkata,Bangalore,Kolkata-Bangalore,1548,23,Road,VRLLogistics,71208,24922,2083
1486,2025-04-19,Mumbai,Ahmedabad,Mumbai-Ahmedabad,2185,7,Road,DHL,30590,10706,692
1487,2024-01-10,Ahmedabad,Bangalore,Ahmedabad-Bangalore,849,23,Road,DHL,39054,13668,1376
1488,2025-06-13,Pune,Kolkata,Pune-Kolkata,1851,15,Rail,IndigoCargo,41647,10411,2753
1489,2024-11-11,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2191,16,Road,VRLLogistics,70112,24539,3550
1490,2024-11-08,Ahmedabad,Delhi,Ahmedabad-Delhi,374,15,Road,DHL,11220,3926,602
1491,2024-06-04,Chennai,Kolkata,Chennai-Kolkata,515,30,Air,IndianRail,61800,27810,2141
1492,2025-01-19,Chennai,Delhi,Chennai-Delhi,1274,19,Rail,IndigoCargo,36309,9077,1297
1493,2024-07-13,Hyderabad,Chennai,Hyderabad-Chennai,1739,30,Rail,VRLLogistics,78255,19563,2238
1494,2024-08-29,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1672,10,Road,IndigoCargo,33440,11704,1861
1495,2024-12-01,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2091,9,Rail,VRLLogistics,28228,7057,1715
1496,2024-12-31,Pune,Chennai,Pune-Chennai,1779,27,Road,BlueDart,96066,33623,7537
1497,2024-07-19,Chennai,Pune,Chennai-Pune,1896,17,Road,IndianRail,64464,22562,4750
1498,2025-03-29,Pune,Hyderabad,Pune-Hyderabad,806,26,Air,IndigoCargo,83824,37720,3839
1499,2024-07-07,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,2224,23,Air,IndianRail,204608,92073,15098
1500,2024-06-22,Kolkata,Hyderabad,Kolkata-Hyderabad,803,12,Rail,DHL,14454,3613,313
1501,2025-04-20,Hyderabad,Pune,Hyderabad-Pune,2358,20,Rail,IndigoCargo,70740,17685,1583
1502,2025-05-06,Delhi,Kolkata,Delhi-Kolkata,1417,5,Road,DHL,14170,4959,967
1503,2025-04-23,Chennai,Delhi,Chennai-Delhi,1052,10,Road,BlueDart,21040,7363,523
1504,2025-07-13,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1038,12,Road,BlueDart,24912,8719,1102
1505,2025-01-16,Delhi,Pune,Delhi-Pune,411,17,Rail,BlueDart,10480,2620,615
1506,2025-06-19,Delhi,Ahmedabad,Delhi-Ahmedabad,901,6,Road,IndianRail,10812,3784,741
1507,2024-10-12,Bangalore,Mumbai,Bangalore-Mumbai,1488,16,Rail,BlueDart,35712,8928,2389
1508,2024-03-07,Bangalore,Hyderabad,Bangalore-Hyderabad,1016,12,Rail,IndigoCargo,18288,4572,1226
1509,2024-02-21,Mumbai,Bangalore,Mumbai-Bangalore,744,27,Air,DHL,80352,36158,4303
1510,2025-07-19,Kolkata,Ahmedabad,Kolkata-Ahmedabad,2416,29,Rail,IndigoCargo,105096,26274,7081
1511,2024-11-17,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,846,22,Air,VRLLogistics,74448,33501,5360
1512,2024-12-24,Delhi,Hyderabad,Delhi-Hyderabad,1265,11,Rail,SpiceJetCargo,20872,5218,451
1513,2024-10-11,Delhi,Chennai,Delhi-Chennai,1078,20,Air,SpiceJetCargo,86240,38808,2126
1514,2024-06-20,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1631,6,Rail,BlueDart,14679,3669,629
1515,2024-06-11,Mumbai,Pune,Mumbai-Pune,2434,13,Road,IndianRail,63284,22149,2756
1516,2024-04-03,Pune,Mumbai,Pune-Mumbai,1813,16,Air,IndianRail,116032,52214,2880
1517,2025-02-08,Pune,Ahmedabad,Pune-Ahmedabad,1292,19,Rail,IndianRail,36822,9205,2050
1518,2024-06-06,Ahmedabad,Bangalore,Ahmedabad-Bangalore,413,9,Road,IndigoCargo,7434,2601,421
1519,2024-04-29,Bangalore,Mumbai,Bangalore-Mumbai,691,5,Road,IndigoCargo,6910,2418,316
1520,2025-05-14,Kolkata,Chennai,Kolkata-Chennai,873,19,Rail,BlueDart,24880,6220,1554
1521,2024-04-19,Hyderabad,Bangalore,Hyderabad-Bangalore,1499,12,Rail,IndigoCargo,26982,6745,1681
1522,2025-06-21,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1102,22,Air,VRLLogistics,96976,43639,6413
1523,2024-11-22,Kolkata,Hyderabad,Kolkata-Hyderabad,1866,28,Road,IndianRail,104496,36573,3249
1524,2024-05-07,Kolkata,Bangalore,Kolkata-Bangalore,1124,20,Road,SpiceJetCargo,44960,15735,1046
1525,2024-04-15,Ahmedabad,Mumbai,Ahmedabad-Mumbai,2293,24,Road,DHL,110064,38522,2585
1526,2024-05-01,Kolkata,Mumbai,Kolkata-Mumbai,1798,22,Air,VRLLogistics,158224,71200,3475
1527,2024-02-03,Chennai,Hyderabad,Chennai-Hyderabad,2492,28,Road,BlueDart,139552,48843,7620
1528,2024-07-27,Kolkata,Pune,Kolkata-Pune,779,23,Rail,IndigoCargo,26875,6718,1502
1529,2024-06-06,Kolkata,Bangalore,Kolkata-Bangalore,2207,18,Road,IndianRail,79452,27808,5087
1530,2024-03-01,Delhi,Pune,Delhi-Pune,1311,30,Road,IndianRail,78660,27531,3762
1531,2024-12-07,Kolkata,Hyderabad,Kolkata-Hyderabad,425,6,Air,BlueDart,10200,4590,351
1532,2025-01-24,Bangalore,Chennai,Bangalore-Chennai,1114,8,Air,IndigoCargo,35648,16041,1293
1533,2025-03-28,Pune,Hyderabad,Pune-Hyderabad,2128,21,Air,IndigoCargo,178752,80438,4057
1534,2025-02-27,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,2359,29,Road,IndianRail,136822,47887,8235
1535,2024-10-26,Chennai,Kolkata,Chennai-Kolkata,2052,16,Road,BlueDart,65664,22982,1393
1536,2024-02-28,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1577,11,Rail,BlueDart,26020,6505,1722
1537,2025-06-27,Mumbai,Kolkata,Mumbai-Kolkata,1379,24,Road,VRLLogistics,66192,23167,2016
1538,2024-05-24,Chennai,Kolkata,Chennai-Kolkata,1448,17,Rail,IndigoCargo,36924,9231,1559
1539,2024-05-28,Mumbai,Kolkata,Mumbai-Kolkata,781,25,Air,VRLLogistics,78100,35145,2216
1540,2024-09-25,Chennai,Mumbai,Chennai-Mumbai,2175,6,Air,SpiceJetCargo,52200,23490,1455
1541,2024-11-22,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,520,25,Rail,IndianRail,19500,4875,666
1542,2024-02-19,Kolkata,Hyderabad,Kolkata-Hyderabad,1152,14,Rail,IndigoCargo,24192,6048,1898
1543,2025-02-01,Bangalore,Kolkata,Bangalore-Kolkata,657,26,Rail,IndianRail,25623,6405,1039
1544,2025-03-23,Bangalore,Mumbai,Bangalore-Mumbai,1863,11,Rail,DHL,30739,7684,887
1545,2024-03-20,Delhi,Ahmedabad,Delhi-Ahmedabad,1584,27,Rail,VRLLogistics,64152,16038,4366
1546,2025-04-15,Mumbai,Hyderabad,Mumbai-Hyderabad,2080,20,Air,IndianRail,166400,74880,7141
1547,2024-02-15,Bangalore,Delhi,Bangalore-Delhi,707,21,Rail,BlueDart,22270,5567,1548
1548,2024-04-19,Mumbai,Chennai,Mumbai-Chennai,1306,17,Road,VRLLogistics,44404,15541,2016
1549,2024-03-01,Pune,Chennai,Pune-Chennai,1558,27,Air,BlueDart,168264,75718,10907
1550,2024-02-07,Delhi,Kolkata,Delhi-Kolkata,1213,15,Rail,IndianRail,27292,6823,848
1551,2024-07-13,Bangalore,Delhi,Bangalore-Delhi,1124,22,Rail,IndianRail,37092,9273,1022
1552,2025-03-19,Chennai,Kolkata,Chennai-Kolkata,1015,14,Road,IndigoCargo,28420,9947,1669
1553,2024-03-14,Mumbai,Hyderabad,Mumbai-Hyderabad,483,20,Road,IndigoCargo,19320,6762,1146
1554,2025-02-21,Mumbai,Kolkata,Mumbai-Kolkata,1092,21,Road,SpiceJetCargo,45864,16052,1731
1555,2024-01-16,Pune,Chennai,Pune-Chennai,1397,20,Rail,VRLLogistics,41910,10477,2670
1556,2024-03-02,Chennai,Kolkata,Chennai-Kolkata,1835,11,Rail,BlueDart,30277,7569,2208
1557,2024-09-18,Bangalore,Ahmedabad,Bangalore-Ahmedabad,1568,11,Road,DHL,34496,12073,1392
1558,2025-01-19,Kolkata,Mumbai,Kolkata-Mumbai,363,20,Rail,IndianRail,10890,2722,296
1559,2025-05-09,Pune,Mumbai,Pune-Mumbai,1517,21,Air,SpiceJetCargo,127428,57342,4415
1560,2025-07-11,Mumbai,Ahmedabad,Mumbai-Ahmedabad,1868,18,Air,IndigoCargo,134496,60523,6859
1561,2024-01-12,Chennai,Ahmedabad,Chennai-Ahmedabad,1429,8,Road,VRLLogistics,22864,8002,1460
1562,2024-09-11,Delhi,Mumbai,Delhi-Mumbai,1415,26,Air,SpiceJetCargo,147160,66222,8736
1563,2025-04-16,Kolkata,Bangalore,Kolkata-Bangalore,2136,17,Rail,IndianRail,54468,13617,1166
1564,2024-03-27,Bangalore,Hyderabad,Bangalore-Hyderabad,462,9,Rail,IndianRail,6237,1559,383
1565,2024-05-20,Kolkata,Hyderabad,Kolkata-Hyderabad,2264,8,Air,IndianRail,72448,32601,4473
1566,2024-10-13,Pune,Kolkata,Pune-Kolkata,2499,16,Rail,VRLLogistics,59976,14994,1258
1567,2024-02-06,Bangalore,Mumbai,Bangalore-Mumbai,1814,13,Road,DHL,47164,16507,3417
1568,2025-02-27,Chennai,Delhi,Chennai-Delhi,1378,6,Air,IndigoCargo,33072,14882,1732
1569,2024-03-15,Hyderabad,Kolkata,Hyderabad-Kolkata,984,30,Air,IndigoCargo,118080,53136,5954
1570,2025-06-01,Ahmedabad,Pune,Ahmedabad-Pune,440,7,Air,IndigoCargo,12320,5544,421
1571,2024-12-13,Chennai,Delhi,Chennai-Delhi,889,8,Rail,IndianRail,10668,2667,545
1572,2025-04-14,Chennai,Pune,Chennai-Pune,807,29,Road,IndigoCargo,46806,16382,3125
1573,2025-03-27,Delhi,Mumbai,Delhi-Mumbai,1290,24,Air,IndianRail,123840,55728,6730
1574,2024-08-05,Kolkata,Bangalore,Kolkata-Bangalore,2457,14,Air,IndigoCargo,137592,61916,3510
1575,2025-07-21,Kolkata,Delhi,Kolkata-Delhi,728,26,Air,DHL,75712,34070,2024
1576,2024-08-05,Hyderabad,Delhi,Hyderabad-Delhi,728,11,Road,IndigoCargo,16016,5605,406
1577,2025-04-14,Delhi,Ahmedabad,Delhi-Ahmedabad,899,14,Rail,SpiceJetCargo,18879,4719,571
1578,2025-05-12,Pune,Mumbai,Pune-Mumbai,1441,25,Rail,DHL,54037,13509,3261
1579,2025-06-05,Delhi,Hyderabad,Delhi-Hyderabad,1262,12,Road,VRLLogistics,30288,10600,2219
1580,2024-10-22,Delhi,Hyderabad,Delhi-Hyderabad,873,5,Road,BlueDart,8730,3055,245
1581,2024-10-01,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1548,10,Rail,DHL,23220,5805,595
1582,2024-03-28,Chennai,Delhi,Chennai-Delhi,2317,28,Rail,DHL,97314,24328,2671
1583,2024-07-22,Chennai,Pune,Chennai-Pune,1684,9,Road,SpiceJetCargo,30312,10609,1137
1584,2024-05-31,Delhi,Chennai,Delhi-Chennai,1584,14,Air,IndigoCargo,88704,39916,5678
1585,2025-02-19,Chennai,Mumbai,Chennai-Mumbai,1033,17,Air,BlueDart,70244,31609,4449
1586,2025-05-08,Mumbai,Ahmedabad,Mumbai-Ahmedabad,844,24,Air,DHL,81024,36460,1933
1587,2024-09-07,Chennai,Bangalore,Chennai-Bangalore,1968,5,Road,BlueDart,19680,6888,1117
1588,2024-09-02,Hyderabad,Chennai,Hyderabad-Chennai,1301,23,Rail,DHL,44884,11221,3331
1589,2025-03-25,Ahmedabad,Chennai,Ahmedabad-Chennai,1007,29,Rail,SpiceJetCargo,43804,10951,3111
1590,2024-03-03,Mumbai,Bangalore,Mumbai-Bangalore,714,20,Road,IndigoCargo,28560,9996,1931
1591,2025-02-26,Delhi,Ahmedabad,Delhi-Ahmedabad,2024,21,Rail,BlueDart,63756,15939,4691
1592,2024-08-13,Kolkata,Mumbai,Kolkata-Mumbai,2433,6,Rail,BlueDart,21897,5474,1154
1593,2025-03-29,Kolkata,Bangalore,Kolkata-Bangalore,1827,30,Rail,BlueDart,82215,20553,2922
1594,2025-03-04,Delhi,Kolkata,Delhi-Kolkata,1686,21,Road,IndianRail,70812,24784,4746
1595,2024-11-28,Bangalore,Mumbai,Bangalore-Mumbai,1355,29,Rail,IndianRail,58942,14735,4166
1596,2025-04-06,Kolkata,Chennai,Kolkata-Chennai,1635,20,Rail,VRLLogistics,49050,12262,3813
1597,2025-04-25,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1401,27,Road,SpiceJetCargo,75654,26478,4626
1598,2024-10-27,Ahmedabad,Kolkata,Ahmedabad-Kolkata,595,24,Air,IndigoCargo,57120,25704,3246
1599,2024-07-01,Kolkata,Delhi,Kolkata-Delhi,1741,17,Road,VRLLogistics,59194,20717,1364
1600,2025-07-22,Hyderabad,Kolkata,Hyderabad-Kolkata,641,30,Road,SpiceJetCargo,38460,13461,2906
1601,2024-10-16,Mumbai,Delhi,Mumbai-Delhi,2253,18,Air,VRLLogistics,162216,72997,4098
1602,2024-03-04,Pune,Hyderabad,Pune-Hyderabad,1428,11,Rail,VRLLogistics,23562,5890,1347
1603,2024-02-13,Chennai,Mumbai,Chennai-Mumbai,2035,30,Air,VRLLogistics,244200,109890,10084
1604,2024-12-10,Mumbai,Delhi,Mumbai-Delhi,1074,16,Rail,IndigoCargo,25776,6444,1412
1605,2025-06-29,Chennai,Kolkata,Chennai-Kolkata,1229,11,Air,VRLLogistics,54076,24334,3735
1606,2024-02-11,Ahmedabad,Mumbai,Ahmedabad-Mumbai,764,17,Air,DHL,51952,23378,3529
1607,2024-04-30,Kolkata,Chennai,Kolkata-Chennai,1720,23,Air,IndigoCargo,158240,71208,12642
1608,2024-05-23,Delhi,Mumbai,Delhi-Mumbai,855,5,Rail,VRLLogistics,6412,1603,169
1609,2025-01-18,Mumbai,Bangalore,Mumbai-Bangalore,2487,27,Rail,SpiceJetCargo,100723,25180,6107
1610,2024-07-23,Bangalore,Mumbai,Bangalore-Mumbai,458,17,Air,VRLLogistics,31144,14014,919
1611,2024-05-05,Chennai,Hyderabad,Chennai-Hyderabad,1242,12,Road,BlueDart,29808,10432,1130
1612,2025-05-08,Ahmedabad,Mumbai,Ahmedabad-Mumbai,1697,21,Air,SpiceJetCargo,142548,64146,9533
1613,2024-06-03,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1953,5,Road,VRLLogistics,19530,6835,531
1614,2024-02-26,Pune,Chennai,Pune-Chennai,2496,27,Road,DHL,134784,47174,7940
1615,2024-05-16,Ahmedabad,Delhi,Ahmedabad-Delhi,1926,17,Road,IndigoCargo,65484,22919,3871
1616,2024-02-13,Kolkata,Ahmedabad,Kolkata-Ahmedabad,1406,29,Road,IndianRail,81548,28541,1691
1617,2024-11-01,Chennai,Bangalore,Chennai-Bangalore,841,24,Air,DHL,80736,36331,4930
1618,2024-07-14,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1796,20,Road,SpiceJetCargo,71840,25144,5389
1619,2024-07-21,Delhi,Pune,Delhi-Pune,675,24,Road,SpiceJetCargo,32400,11340,844
1620,2024-01-28,Kolkata,Chennai,Kolkata-Chennai,2404,19,Rail,VRLLogistics,68514,17128,5107
1621,2024-01-23,Delhi,Kolkata,Delhi-Kolkata,2217,17,Rail,VRLLogistics,56533,14133,1976
1622,2025-05-30,Delhi,Ahmedabad,Delhi-Ahmedabad,693,6,Rail,VRLLogistics,6237,1559,447
1623,2025-01-25,Ahmedabad,Pune,Ahmedabad-Pune,2148,21,Air,VRLLogistics,180432,81194,8644
1624,2025-01-31,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1323,17,Road,BlueDart,44982,15743,3577
1625,2025-07-11,Kolkata,Chennai,Kolkata-Chennai,1405,7,Air,SpiceJetCargo,39340,17703,2918
1626,2024-11-19,Kolkata,Delhi,Kolkata-Delhi,1225,10,Road,DHL,24500,8575,1016
1627,2025-03-24,Bangalore,Mumbai,Bangalore-Mumbai,573,18,Air,SpiceJetCargo,41256,18565,2958
1628,2024-01-21,Kolkata,Mumbai,Kolkata-Mumbai,999,22,Road,IndigoCargo,43956,15384,1215
1629,2024-09-03,Hyderabad,Pune,Hyderabad-Pune,1861,17,Rail,BlueDart,47455,11863,2661
1630,2024-11-02,Delhi,Kolkata,Delhi-Kolkata,564,24,Air,SpiceJetCargo,54144,24364,1122
1631,2024-11-28,Chennai,Mumbai,Chennai-Mumbai,590,19,Rail,VRLLogistics,16815,4203,682
1632,2024-01-14,Mumbai,Pune,Mumbai-Pune,1372,7,Air,BlueDart,38416,17287,1566
1633,2024-04-14,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,1414,16,Rail,VRLLogistics,33936,8484,2413
1634,2025-07-01,Bangalore,Delhi,Bangalore-Delhi,1412,26,Air,BlueDart,146848,66081,4977
1635,2024-01-24,Mumbai,Ahmedabad,Mumbai-Ahmedabad,605,24,Road,SpiceJetCargo,29040,10164,1010
1636,2025-01-24,Bangalore,Mumbai,Bangalore-Mumbai,440,21,Rail,IndianRail,13860,3465,725
1637,2025-07-28,Mumbai,Ahmedabad,Mumbai-Ahmedabad,894,15,Rail,VRLLogistics,20115,5028,953
1638,2025-05-11,Ahmedabad,Bangalore,Ahmedabad-Bangalore,2368,30,Rail,BlueDart,106560,26640,5197
1639,2025-03-01,Kolkata,Chennai,Kolkata-Chennai,2339,27,Rail,VRLLogistics,94729,23682,4249
1640,2025-03-14,Ahmedabad,Bangalore,Ahmedabad-Bangalore,632,17,Road,IndigoCargo,21488,7520,578
1641,2024-06-16,Hyderabad,Kolkata,Hyderabad-Kolkata,1914,9,Air,VRLLogistics,68904,31006,5331
1642,2024-08-08,Ahmedabad,Hyderabad,Ahmedabad-Hyderabad,644,12,Road,DHL,15456,5409,321
1643,2025-01-13,Delhi,Ahmedabad,Delhi-Ahmedabad,1061,13,Air,DHL,55172,24827,2856
1644,2024-03-19,Hyderabad,Chennai,Hyderabad-Chennai,549,15,Rail,DHL,12352,3088,306
1645,2024-05-13,Bangalore,Chennai,Bangalore-Chennai,1676,29,Rail,BlueDart,72906,18226,4163
1646,2024-06-12,Mumbai,Kolkata,Mumbai-Kolkata,1331,7,Air,DHL,37268,16770,775
1647,2025-02-23,Pune,Chennai,Pune-Chennai,2266,7,Road,SpiceJetCargo,31724,11103,2415
1648,2024-12-07,Pune,Kolkata,Pune-Kolkata,1350,22,Air,BlueDart,118800,53460,4798
1649,2024-12-03,Kolkata,Delhi,Kolkata-Delhi,1864,10,Road,SpiceJetCargo,37280,13048,2048
1650,2025-06-16,Pune,Bangalore,Pune-Bangalore,778,7,Rail,IndianRail,8169,2042,650
1651,2024-04-18,Pune,Delhi,Pune-Delhi,730,15,Rail,VRLLogistics,16425,4106,1212
1652,2025-03-16,Chennai,Ahmedabad,Chennai-Ahmedabad,553,30,Rail,SpiceJetCargo,24885,6221,1659
1653,2024-04-26,Bangalore,Mumbai,Bangalore-Mumbai,2398,25,Rail,VRLLogistics,89925,22481,2311
1654,2024-10-18,Bangalore,Kolkata,Bangalore-Kolkata,2234,17,Rail,VRLLogistics,56967,14241,2659
1655,2024-01-15,Pune,Mumbai,Pune-Mumbai,2196,8,Air,DHL,70272,31622,4061
1656,2024-01-30,Ahmedabad,Kolkata,Ahmedabad-Kolkata,1092,27,Rail,BlueDart,44226,11056,1875
1657,2024-09-24,Pune,Delhi,Pune-Delhi,738,10,Rail,DHL,11070,2767,612
1658,2025-07-18,Chennai,Kolkata,Chennai-Kolkata,2200,10,Road,SpiceJetCargo,44000,15399,2876
1659,2025-03-16,Pune,Chennai,Pune-Chennai,1279,18,Air,VRLLogistics,92088,41439,3702
1660,2024-02-17,Pune,Delhi,Pune-Delhi,709,26,Road,SpiceJetCargo,36868,12903,813
1661,2024-07-13,Hyderabad,Ahmedabad,Hyderabad-Ahmedabad,1785,21,Road,DHL,74970,26239,5961
1662,2025-06-26,Hyderabad,Mumbai,Hyderabad-Mumbai,831,7,Air,IndigoCargo,23268,10470,1288
1663,2024-08-01,Hyderabad,Mumbai,Hyderabad-Mumbai,1978,25,Road,VRLLogistics,98900,34615,3714
1664,2025-07-25,Kolkata,Pune,Kolkata-Pune,1302,19,Air,DHL,98952,44528,4085
1665,2024-02-24,Mumbai,Bangalore,Mumbai-Bangalore,994,30,Air,SpiceJetCargo,119280,53676,7791
1666,2024-06-02,Ahmedabad,Delhi,Ahmedabad-Delhi,2289,23,Air,IndianRail,210588,94764,15763
1667,2024-08-20,Bangalore,Chennai,Bangalore-Chennai,611,8,Air,DHL,19552,8798,875
1668,2024-04-01,Kolkata,Pune,Kolkata-Pune,304,22,Rail,IndianRail,10032,2508,270
1669,2024-05-21,Delhi,Bangalore,Delhi-Bangalore,1507,26,Air,DHL,156728,70527,9147
1670,2025-07-20,Chennai,Pune,Chennai-Pune,1825,15,Road,DHL,54750,19162,1450
1671,2025-04-20,Ahmedabad,Bangalore,Ahmedabad-Bangalore,1574,25,Air,IndigoCargo,157400,70830,8758
1672,2025-04-19,Chennai,Hyderabad,Chennai-Hyderabad,1125,14,Road,IndianRail,31500,11025,1723
1673,2025-03-20,Mumbai,Chennai,Mumbai-Chennai,1938,7,Rail,IndianRail,20349,5087,1523
1674,2024-09-29,Kolkata,Ahmedabad,Kolkata-Ahmedabad,848,8,Road,IndianRail,13568,4748,341
1675,2024-10-27,Bangalore,Pune,Bangalore-Pune,2390,14,Air,SpiceJetCargo,133840,60228,3965
1676,2024-05-31,Hyderabad,Mumbai,Hyderabad-Mumbai,1460,5,Road,DHL,14600,5110,977
1677,2024-09-19,Bangalore,Mumbai,Bangalore-Mumbai,1804,22,Road,IndigoCargo,79376,27781,2089
1678,2024-06-22,Bangalore,Mumbai,Bangalore-Mumbai,467,17,Rail,VRLLogistics,11908,2977,745
1679,2024-10-17,Chennai,Kolkata,Chennai-Kolkata,2171,11,Rail,DHL,35821,8955,2419
1680,2024-08-02,Delhi,Bangalore,Delhi-Bangalore,574,26,Rail,IndianRail,22386,5596,505
1681,2024-11-27,Bangalore,Pune,Bangalore-Pune,2118,19,Rail,VRLLogistics,60363,15090,2283
1682,2024-11-14,Delhi,Bangalore,Delhi-Bangalore,1138,12,Rail,IndigoCargo,20484,5121,1029
